"intent_id","keyword"
1652408271,"ค่าธรรมเนียมสิทธิบัตรการออกแบบผลิตภัณฑ์เท่าไหร่"
1652408271,"ค่าธรรมเนียมยื่นจดสิทธิบัตรการออกแบบผลิตภัณฑ์ต่างประเทศประเทศเท่าไหร่"
1652408271,"สามารถชำระค่าธรรมเนียมการยื่นจดสิทธิบัตรออกแบบได้ทางไหน"
1652408371,"ค่าธรรมเนียมสิทธิบัตร"
1652408371,"ค่าธรรมเนียมสิทธิบัตรการออกแบบผลิตภัณฑ์"
1652411234,"ความแตกต่างสินค้า OTOP กับ GI"
1652413018,"การละเมิด"
1652414610,"สิทธิบัตรออกแบบ"
1652422480,"สิทธิบัตรออกแบบใช้เวลาประกาศโฆษณากี่วัน"
1652422534,"สามารถตรวจสอบคำขอสิทธิบัตรออกแบบที่อยู่ระหว่างประกาศโฆษณาได้ทางไหน"
1652422602,"ต้องการคู่มือตรวจสอบคำขอรับสิทธิบัตรออกแบบผลิตภัณฑ์"
1652422602,"การจดทะเบียนสิทธิบัตรการประดิษฐ์"
1652422602,"การจดทะเบียนสิทธิบัตร"
1652422663,"สามารถตรวจสอบสิทธิบัตรออกแบบที่ยังอยู่ในระยะเวลาคัดค้าน ได้ที่ไหน"
1652422925,"ต้องการดาวน์โหลดแบบคำร้องขอขยายระยะเวลาชำระค่าธรรมเนียมรายปี"
1652423597,"สามารถดูประกาศคณะกรรมการตัวแทนสิทธิบัตร ที่ 4/2564 ได้ที่ไหน"
1652427230,"สถิติขอขึ้นทะเบียนสิทธิบัตรการออกแบบได้ที่ไหน"
1652427267,"แบบผลิตภัณฑ์ที่กำหนดโดยพระชาซกกษฎีกา สามารถขอรับสิทธิบัตรได้ไหม"
1652427288,"แบบผลิตภัณฑ์ที่ได้มีการประกาศโฆษณามาก่อน สามารถขอรับสิทธิบัตรได้ไหม"
1652430143,"อยากทราบขั้นตอน ระยะเวลาจดทะเบียนสิทธิบัตรการประดิษฐ์ สามารถดูได้ทางช่องทางไหน"
1652618009,"ต้องการดาวน์โหลดหนังสือที่เกี่ยวกับ GI สามารถดาวน์โหลดได้ที่ไหน"
1652618122,"ขอทราบชื่อ Facebook ของสิ่งบ่งชี้ทางภูมิสาสตร์ค่ะ"
1652618169,"ขอทราบชื่อ Facebook ของสิ่งบ่งชี้ทางภูมิศาสตร์ค่ะ"
1652618251,"ต้องการทราบรายละเอียด สินค้า GI ในแต่ละภูมิภาค สามารถดูได้ทางไหน"
1652618298,"สามารถดาวน์โหลดเอกสารกฎกระทรวง (Ministerial regulations) ได้จากไหน"
1652618558,"จะยื่นคำขอขึ้นทะเบียนสิ่งบ่งชี้ทางภูมิศาสตร์จะต้องไม่เป็นชื่อสามัญของสินค้าที่จะใช้สิ่งบ่งชี้ทางภูมิศาสตร์ ใช่หรือไม่"
1652618882,"จะยื่นคำขอขึ้นทะเบียนสิ่งบ่งชี้ทางภูมิศาสตร์จะต้องไม่เป็นสิ่งบ่งชี้ทางภูมิศาสตร์ที่ขัดต่อความสงบเรียบร้อยหรือศีลธรรมอันดีของประชาชนหรือนโยบายแห่งรัฐ ใช่หรือไม่"
1652632823,"สามารถขอคำปรึกษาด้านทรัพย์สินทางปัญญาได้ทางไหน"
1652632823,"ต้องการปรึกษากับผู้เชี่ยวชาญเรื่องเกี่ยวกับทรัพย์สินทางปัญญาสามารถติดต่อทางไหนได้บ้าง"
1652632823,"สามารถใช้บริการวิเคราะห์แนวโน้มเทคโนโลยีสิทธิบัตรได้ช่องทางไหน"
1652632823,"ต้องการวิเคราะห์แนวโน้มสิทธิบัตร ต้องทำอย่างไร"
1652632931,"ต้องการปรึกษาด้านทรัพย์สินทางปัญญามีค่าใช้จ่ายหรือไม่"
1652632963,"TISC ให้บริการด้านไหน"
1652633158,"สามารถสมัคร IP Mart ได้กี่ช่องทาง"
1652633189,"จะสั่งซื้อสินค้า IP Mart ต้องทำยังไง"
1652633215,"จะขายสินค้า IP Mart ต้องทำยังไง"
1652633239,"ต้องการทราบขั้นตอนการลงทะเบียนผู้ขาย"
1652633263,"ขอแนะนำการใช้งานสำหรับผู้ซื้อ IP Mart"
1652633288,"ขอแนะนำการใช้งานสำหรับผู้ขาย IP Mart"
1652633420,"จะสมัครสมาชิก IP Mart ยังไง"
1652633456,"ขอเบอร์โทรศัพท์ติดต่อศูนย์ปฏิบัติการ IP Mart"
1652633489,"ต้องการปรึกษาในการเจรจาธุรกิจระหว่างผู้ซื้อ และผู้ขายต้องติดต่อที่ไหน"
1652633489,"ต้องการคำแนะนำในการใช้งานระบU ThailPMartต้องติดต่อที่ไหน"
1652633549,"สามารถขายสินค้าประเภทใดได้บ้าง"
1652633549,"สามารถขายสินค้าประเภทได้กี่บ้าง"
1652633670,"เจ้าหน้าที่พิจารณาสินค้าที่จะลงขายยังไง"
1652633700,"จะทราบได้ยังไงถ้ามีคนซื้อสินค้าที่ลงขายไปใน IP Mart"
1652633756,"IP Mart สามารถขายอะไรได้บ้าง"
1652633823,"จะขายสินค้าต้องกรอกข้อมูลสินค้ายังไง"
1652633856,"สมัครสมาชิกเพื่อเรียนออนไลน์ได้ที่ไหน"
1652634166,"หากไม่แน่ใจว่าสิ่งประดิษฐ์/ผลงานของตนเองจดทะเบียนทรัพย์สินทางปัญญาประเภทไหนได้บ้าง ควรทำอย่างไร"
1652634166,"สามารถขอคำปรึกษาด้านทรัพย์สินทางปัญญาได้ทางไหน"
1652634166,"ต้องการปรึกษากับผู้เชี่ยวชาญเรื่องเกี่ยวกับทรัพย์สินทางปัญญาสามารถติดต่อทางไหนได้บ้าง"
1652634166,"สามารถใช้บริการวิเคราะห์แนวโน้มเทคโนโลยีสิทธิบัตรได้ช่องทางไหน"
1652634166,"ต้องการวิเคราะห์แนวโน้มสิทธิบัตร ต้องทำอย่างไร"
1652634221,"ต้องการปรึกษาจาก IPAC มีค่าใช้จ่ายหรือไม่"
1652634248,"จะขอรับคำปรึกษาได้ที่ IPAC ต้องไปที่ไหน"
1652634427,"กระบวนการไกล่เกลี่ยข้อพิพาทมีพิธีการที่ยุ่งยากหรือไม่"
1652634449,"กระบวนการไกล่เกลี่ยข้อพิพาทการพิจารณาใช้เวลาที่สั้น ใช่หรือไม่"
1652634487,"ข้อดีของการไกล่เกลี่ยมีข้อดีอะไรบ้าง"
1652634513,"กระบวนการไกล่เกลี่ยข้อพิพาทคู่พิพาทไม่ต้องเสียค่าธรรมเนียม และค่าใช้จ่ายใดๆ ใช่หรือไม่"
1652634540,"เจ้าหน้าที่กรมทรัพย์สินทางปัญญา จะเป็นคนกลางในการไกล่เกลี่ยทำให้การพิจารณาการไกล่เกลี่ยข้อพิพาทใช่หรือไม่"
1652634563,"กระบวนการไกล่เกลี่ยข้อพิพาทการพิจารณาเป็นความลับ ใช่หรือไม่"
1652634648,"ระงับข้อพิพาทออนไลน์ต้องทำอย่างไร"
1652634702,"ข้อพิพาทด้านทรัพย์สินทางปัญญา ได้แก่อะไรบ้าง"
1652752165,"สิทธิบัตร"
1652752242,"ลิขสิทธิ์"
1652752451,"สอบถามข้อมูลทั่วไปเกี่ยวกับกรม"
1652755193,"ขั้นตอนการจดทะเบียนเครื่องหมายการค้าระหว่างประเทศภายใต้พิธีสารมาดริด มีอะไรบ้าง"
1652755853,"ต้องการคู่มือตรวจสอบคำขอรับสิทธิบัตรออกแบบผลิตภัณฑ์"
1652756060,"ต้องการดาวน์โหลดตัวอย่างการกรอกแบบฟอร์ม และเอกสารที่ใช้ในการขอรับสิทธิบัตร"
1652757214,"อธิบดีกรมทรัพย์สินทางปัญญาคนปัจจุบันคือใคร"
1652757214,"อยากทราบเบอร์ติดต่ออธิบดีกรมทรัพย์สินทางปัญญา"
1652757214,"มีอีเมลติดต่ออธิบดีกรมทรัพย์สินทางปัญญาไหม"
1652757214,"ผู้อำนวยการกองเครื่องหมายการค้า คือใคร"
1652757214,"ผู้อำนวยการกองสิทธิบัตร คือใคร"
1652757214,"ผู้อำนวยการกองลิขสิทธิ์ คือใคร"
1652757214,"ผู้อำนวยการกองกฎหมาย"
1652757214,"ผู้อำนวยการกองป้องปรามการละเมิดทรัพย์สินทางปัญญา คือใคร"
1652757214,"เลขานุการกรม คือใคร"
1652757214,"ผู้อำนวยการกองพัฒนาความร่วมมือทรัพย์สินทางปัญญา คือใคร"
1652757214,"ผู้อำนวยการกองสิทธิบัตรออกแบบ คือใคร"
1652757214,"ผู้อำนวยการกองส่งเสริมการพัฒนาทรัพย์สินทางปัญญา คือใคร"
1652757214,"ผู้อำนวยการกองสิ่งบ่งชี้ทางภูมิศาสตร์ คือใคร"
1652757214,"ผู้อำนวยการกองศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร คือใคร"
1652757214,"รองอธิบดี คือใคร"
1652757214,"ขอทราบอีเมลเพื่อติดต่อรองอธิบดี"
1652758765,"TISC คืออะไร"
1652760199,"IP Mart คืออะไร"
1652760844,"IPAC คืออะไร"
1652778310,"กรมทรัพย์สินทางปัญญามีประวัติความเป็นมาอย่างไร"
1652885681,"สามารถติดตามข่าวสารกรมทรัพย์สินทางปัญญาได้ทางไหน"
1652925837,"กรมทรัพย์สินทางปัญญาอยู่จังหวัดไหน"
1652931010,"สมัคร IP Mart ยังไง"
1652931010,"สามารถนำสินค้าที่ได้รับสิทธิบัตรออกแบบผลิตภัณฑ์ไปขายใน IP Mart ได้ไหม"
1652931010,"สามารถนำสินค้าที่ได้รับเครื่องหมายการค้าไปขายใน IP Mart ได้ไหม"
1652931010,"สามารถนำสินค้าที่ได้รับอนุสิทธิบัตรไปขายใน IP Mart ได้ไหม"
1652931010,"สามารถนำผลงานนวัตกรรมไปขายใน IP Mart ได้ไหม"
1652931010,"สามารถนำผลงานนวัตกรรมไปขายใน IP Mart ได้ไหม"
1652946149,"ขายของใน IP Mart มีค่าใช้จ่ายไหม"
1652946174,"ต้องการซื้อสินค้าผ่านทาง IP Mart ต้องเข้าใช้งานทางไหน"
1652946253,"สามารถนำเครื่องใช้ไฟฟ้าไปขายใน IP Mart ได้ไหม"
1652946253,"อยากทราบรายละเอียดของ IP Mart สามมารถดูได้ทางไหน"
1652946253,"ต้องการขายสินค้าบนเว็บไซต์ของทางกรมสามารถขายได้ที่ไหน"
1652946370,"สามารถลงทะเบียนเรียนทางกรมของกรมทรัพย์สินทางปัญญาได้ทางไหน"
1652946370,"ระบบเรียนทางไกลของกรมทรัพย์สินทางปัญญามีหลักสูตรใดบ้าง"
1652946370,"สามารถลงทะเบียนเรียนระบบทางไกลได้เมื่อไหร่"
1652946370,"หลักสูตร ความรู้ทรัพย์สินทางปัญญาสากลเรียนเกี่ยวกับอะไร"
1652946370,"หลักสูตร ความรู้ทรัพย์สินทางปัญญาไทยเรียนเกี่ยวกับอะไร"
1652946370,"มีความสนใจเกี่ยวกับทรัพย์สินทางปัญญา ต้องเรียนหลักสูตรใด"
1652946370,"มีหลักสูตรไหนเปิดรับสมัครบ้าง"
1652946370,"หลักสูตร ความรู้ทรัพย์สินทางปัญญาไทย เปิดกี่รอบ"
1652947081,"ไม่สะดวกไปไกล่เกลี่ยข้อพิพาทที่กรมสามารถทำอย่างไรได้บ้าง"
1652947114,"ต้องการทำการไกล่เกลี่ยข้อพิพาทด้านทรัพย์สินทางปัญญาออนไลน์ต้องดำเนินการอย่างไร"
1652947139,"ต้องการไปไกล่เกลี่ยข้อพิพาทที่กรมต้องดำเนินการยังไง"
